"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Entrapment Maneuver","40k","Near Mint","English","","","2025-10-29 13:08:06.133000","185","False","False",""
"1","1","Entrapment Maneuver","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","160","False","False",""
"1","1","Entreat the Angels","dsc","Near Mint","English","","","2025-10-29 13:08:06.133000","99","False","False",""
"3","3","Entropic Battlecruiser","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","99","False","False",""
"1","1","Ent's Fury","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","164","False","False",""
"3","3","Environmental Sciences","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","1","False","False",""
"4","4","Envoy of Okinec Ahau","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","11","False","False",""
"1","1","Envoy of the Ancestors","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","23","False","False",""
"3","3","Envoy of the Ancestors","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","23","False","False",""
"2","2","Éomer of the Riddermark","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","121","False","False",""
"1","1","Éomer, Marshal of Rohan","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","120","False","False",""
"1","1","Éowyn, Fearless Knight","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","430","False","False",""
"3","3","Éowyn, Lady of Rohan","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","10","False","False",""
"1","1","Éowyn, Shieldmaiden","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","1","False","False",""
"8","8","Ephara's Dispersal","mom","Near Mint","English","","","2025-12-16 00:02:29.577000","55","False","False",""
"1","1","Epic Confrontation","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","176","False","False",""
"2","2","Epic Downfall","tla","Near Mint","English","","","2025-11-28 12:46:22.040000","96","False","False",""
"1","1","Epic Experiment","tsr","Near Mint","English","","","2025-10-29 13:08:06.133000","376","False","False",""
"1","1","Epic Experiment","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","222","False","False",""
"1","1","Epic Proportions","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","142","False","False",""
"2","2","Epicure of Blood","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","435","False","False",""
"1","1","Epicure of Blood","m20","Near Mint","English","","","2025-10-29 13:08:06.133000","99","False","False",""
"1","1","Epistolary Librarian","40k","Near Mint","English","","","2025-10-29 13:08:06.133000","118","False","False",""
"5","5","Epitaph Golem","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","262","False","False",""
"3","3","Equilibrium Adept","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","106","False","False",""
"7","7","Era of Enlightenment // Hand of Enlightenment","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","11","False","False",""
"1","1","Era of Innovation","drc","Near Mint","English","","","2025-10-29 13:08:06.133000","75","False","False",""
"1","1","Eradicate","uds","Near Mint","English","","","2025-10-29 13:08:06.133000","60","False","False",""
"1","1","Erdwal Illuminator","mkc","Near Mint","English","","","2025-10-29 13:08:06.133000","104","False","False",""
"2","2","Erebor Flamesmith","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","122","False","False",""
"1","1","Erebos, Bleak-Hearted","thb","Near Mint","English","","","2025-10-29 13:08:06.133000","262","False","False",""
"1","1","Erestor of the Council","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","53","False","False",""
"2","2","Eriette of the Charmed Apple","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","202","False","False",""
"1","1","Eriette, the Beguiler","otj","Near Mint","English","","","2025-12-28 20:52:52.043000","293","False","False",""
"1","1","Eriette, the Beguiler","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","202","False","False",""
"3","3","Eriette's Lullaby","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","10","False","False",""
"2","2","Eriette's Whisper","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","88","False","False",""
"1","1","Erinis, Gloom Stalker","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","230","False","False",""
"1","1","Eris, Roar of the Storm","otc","Near Mint","English","foil","","2025-10-29 13:08:06.133000","5","False","False",""
"2","2","Erkenbrand, Lord of Westfold","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","123","False","False",""
"1","1","Errand-Rider of Gondor","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","11","False","False",""
"1","1","Errant and Giada","mom","Near Mint","English","foil","","2025-12-15 16:41:07.690000","224","False","False",""
"1","1","Errant and Giada","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","224","False","False",""
"1","1","Errant and Giada","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","306","False","False",""
"1","1","Errant, Street Artist","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","41","False","False",""
"7","7","Erratic Apparition","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","54","False","False",""
"1","1","Erratic Apparition","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","54","False","False",""
"1","1","Ertai Resurrected","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","199","False","False",""
"1","1","Ertai's Scorn","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","48","False","False",""
"1","1","Ertha Jo, Frontier Mentor","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","203","False","False",""
"7","7","Erudite Wizard","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","37","False","False",""
"1","1","Eruth, Tormented Prophet","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","342","False","False",""
"2","2","Eruth, Tormented Prophet","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","237","False","False",""
"3","3","Escape Detection","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","18","False","False",""
"2","2","Escape from Orthanc","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","12","False","False",""
"1","1","Escape to the Wilds","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","115","False","False",""
"1","1","Escape to the Wilds","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","223","False","False",""
"5","5","Escape Tunnel","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","261","False","False",""
"1","1","Escape Tunnel","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","157","False","False",""
"1","1","Escaped Experiment","one","Near Mint","English","","","2025-10-29 13:08:06.133000","48","False","False",""
"1","1","Escarpment Fortress","acr","Near Mint","English","","","2025-10-29 13:08:06.133000","278","False","False",""
"1","1","Eshki Dragonclaw","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","182","False","False",""
"1","1","Eshki Dragonclaw","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","182","False","False",""
"1","1","Eshki, Temur's Roar","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","3","False","False",""
"1","1","Esika's Chariot","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","215","False","False",""
"1","1","Esix, Fractal Bloom","mkc","Near Mint","English","","","2025-10-29 13:08:06.133000","210","False","False",""
"1","1","Esoteric Duplicator","big","Near Mint","English","","","2025-10-29 13:08:06.133000","5","False","False",""
"1","1","Esper Origins // Summon: Esper Maduin","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","185","False","False",""
"1","1","Esper Origins // Summon: Esper Maduin","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","370","False","False",""
"1","1","Esper Origins // Summon: Esper Maduin","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","370","False","False",""
"1","1","Esper Panorama","ncc","Near Mint","English","","","2025-10-29 13:08:06.133000","399","False","False",""
"1","1","Espers to Magicite","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","114","False","False",""
"2","2","Espers to Magicite","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","43","False","False",""
"1","1","Esquire of the King","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","13","False","False",""
"5","5","Essence Anchor","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","44","False","False",""
"2","2","Essence Capture","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","52","False","False",""
"1","1","Essence Capture","otp","Near Mint","English","","","2025-10-29 13:08:06.133000","10","False","False",""
"1","1","Essence Capture","neo","Near Mint","English","foil","","2025-10-29 13:08:06.133000","52","False","False",""
"2","2","Essence Channeler","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","12","False","False",""
"3","3","Essence Flux","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","64","False","False",""
"2","2","Essence Flux","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","354","False","False",""
"3","3","Essence Infusion","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","69","False","False",""
"1","1","Essence of Antiquity","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"1","1","Essence of Antiquity","mkm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","15","False","False",""
"2","2","Essence of Orthodoxy","mom","Near Mint","English","","","2025-10-29 13:08:06.133000","323","False","False",""
"2","2","Essence Reliquary","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","24","False","False",""
"3","3","Essence Scatter","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","49","False","False",""
"2","2","Essence Scatter","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","153","False","False",""
"1","1","Estinien Varlineau","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","82","False","False",""
"1","1","Estinien Varlineau","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","82","False","False",""
"1","1","Estinien Varlineau","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","171","False","False",""
"2","2","Estrid, the Masked","c18","Near Mint","English","foil","","2025-10-29 13:08:06.133000","40","False","False",""
"1","1","Estrid, the Masked","sld","Near Mint","English","foil","","2025-10-29 13:08:06.133000","1327","False","False",""
"1","1","Estrid's Invocation","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","269","False","False",""
"1","1","Estrid's Invocation","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","8","False","False",""
"1","1","Estrid's Invocation","sld","Near Mint","English","foil","","2025-10-29 13:08:06.133000","1325","False","False",""
"1","1","Estwald Shieldbasher","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","11","False","False",""
"2","2","Estwald Shieldbasher","vow","Near Mint","English","foil","","2025-10-29 13:08:06.133000","11","False","False",""
"1","1","Etali, Primal Conqueror // Etali, Primal Sickness","mom","Near Mint","English","foil","","2025-10-29 13:08:06.133000","298","False","False",""
"1","1","Etali, Primal Storm","mkc","Near Mint","English","","","2025-10-29 13:08:06.133000","152","False","False",""
"1","1","Etali, Primal Storm","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","224","False","False",""
"1","1","Etali, Primal Storm","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","329","False","False",""
"1","1","Etali, Primal Storm","blc","Near Mint","English","","","2025-10-29 13:08:06.133000","196","False","False",""
"2","2","Etali, Primal Storm","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","194","False","False",""
"6","6","Etali's Favor","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","149","False","False",""
"1","1","Etched Cornfield","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","258","False","False",""
"5","5","Etched Cornfield","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","258","False","False",""
"1","1","Etched Familiar","mom","Near Mint","English","foil","","2025-12-15 12:40:35.127000","101","False","False",""
"6","6","Etched Familiar","mom","Near Mint","English","","","2025-12-15 12:40:41.110000","101","False","False",""
"6","6","Etched Host Doombringer","mom","Near Mint","English","","","2025-12-16 13:51:09.553000","102","False","False",""
"1","1","Etched Oracle","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","136","False","False",""
"1","1","Etched Slith","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","91","False","False",""
"1","1","Etched Slith","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","91","False","False",""
"1","1","Etchings of the Chosen","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","269","False","False",""
"1","1","Eternal Skylord","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","49","False","False",""
"1","1","Eternal Skylord","drc","Near Mint","English","","","2025-10-29 13:08:06.133000","76","False","False",""
"3","3","Eternal Taskmaster","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","117","False","False",""
"1","1","Eternal Thirst","ima","Near Mint","English","","","2025-10-29 13:08:06.133000","89","False","False",""
"2","2","Eternal Witness","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","286","False","False",""
"1","1","Eternal Witness","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","181","False","False",""
"1","1","Eternal Witness","mic","Near Mint","English","","","2025-10-29 13:08:06.133000","138","False","False",""
"1","1","Eternal Witness","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","227","False","False",""
"7","7","Ether","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","53","False","False",""
